     564,    8933,   10794,     213,     564,     108,       5,       0,   41.94,     100
     564,    8935,   10913,     224,     564,     129,       5,       0,   41.94,     100
     565,    8936,   10655,     214,     563,     123,       4,       0,   41.94,     100
     564,    8934,   10794,     214,     563,     118,       3,       0,   41.90,     100
     565,    8936,   10759,     256,     563,     121,       4,       0,   41.94,     100
     565,    8936,   10820,     208,     564,     120,       3,       0,   41.87,     100
     565,    8936,   10831,     221,     563,     126,       5,       0,   41.94,     100
     566,    8937,   10794,     224,     564,     126,       4,       0,   41.90,     100
     565,    8936,   10791,     216,     562,     122,       4,       0,   41.94,     100
     567,    8940,   10860,     214,     563,     108,       5,       0,   41.94,     100
     566,    8941,   10786,     256,     565,     115,       2,       0,   41.94,     100
     567,    8944,   10758,     264,     563,     111,       4,       0,   41.94,     100
     567,    8946,   10753,     208,     565,     101,       2,       0,   41.94,     100
     568,    8945,   10947,     216,     563,     124,       5,       0,   41.97,     100
     566,    8939,   10797,     224,     564,     102,       5,       0,   41.97,     100
     565,    8937,   10833,     204,     564,     113,       3,       0,   41.90,     100
     563,    8933,   11083,     232,     563,     101,       5,       0,   41.94,     100
     563,    8929,   11535,     224,     563,     102,       5,       0,   41.94,     100
     561,    8926,   11651,     272,     563,     109,       4,       0,   41.94,     100
     560,    8918,   11558,     304,     563,     118,       4,       0,   41.94,     100
     560,    8917,   11798,     280,     563,     124,       4,       0,   41.94,     100
     560,    8915,   11664,     232,     564,     115,       6,       0,   41.94,     100
     561,    8920,   11551,     248,     564,     120,       5,       0,   41.94,     100
     560,    8918,   11339,     232,     562,     119,       5,       0,   41.84,     100
     561,    8920,   11381,     224,     563,     126,       4,       0,   41.94,     100
     562,    8920,   11415,     205,     563,     136,       4,       0,   41.94,     100
     560,    8919,   11437,     213,     564,     117,       5,       0,   41.94,     100
     562,    8916,   11294,     272,     561,     137,       5,       0,   41.94,     100
     560,    8918,   11286,     256,     564,     119,       4,       0,   41.80,     100
     561,    8923,   11501,     214,     564,     131,       5,       0,   41.97,     100
     560,    8919,   11526,     221,     563,     131,       4,       0,   41.94,     100
     560,    8920,   11662,     224,     564,     137,       5,       0,   41.94,     100
     559,    8915,   11733,     280,     563,     120,       4,       0,   41.94,     100
     559,    8915,   11816,     217,     563,     156,       4,       0,   41.90,     100
     558,    8915,   11929,     272,     563,     131,       4,       0,   41.90,     100
     560,    8922,   11789,     216,     563,     124,       5,       0,   41.94,     100
     560,    8923,   11662,     248,     564,      98,       3,       0,   41.90,     100
     561,    8931,   11292,     213,     563,      94,       3,       0,   41.94,     100
     563,    8931,   11023,     208,     563,     104,       4,       0,   41.94,     100
     564,    8936,   11016,     288,     565,      99,       4,       0,   41.94,     100
     565,    8941,   10769,     248,     564,     131,       4,       0,   41.94,     100
     567,    8942,   10768,     218,     564,     134,       4,       0,   41.94,     100
     567,    8946,   10844,     208,     565,     121,       4,       0,   41.90,     100
     567,    8942,   10807,     232,     563,     116,       4,       0,   41.94,     100
     566,    8943,   10935,     240,     565,     124,       3,       0,   41.94,     100
     566,    8939,   10992,     213,     564,     137,       5,       0,   41.94,     100
     566,    8935,   10890,     214,     565,     114,       3,       0,   41.94,     100
     565,    8936,   10860,     210,     563,     142,       3,       0,   41.94,     100
     564,    8936,   10899,     211,     564,     107,       5,       0,   41.97,     100
     565,    8936,   10812,     217,     563,     122,       5,       0,   41.94,     100
     565,    8935,   10747,     218,     562,     111,       5,       0,   41.97,     100
     564,    8931,   10862,     215,     564,      98,       5,       0,   41.94,     100
     564,    8934,   10787,     218,     564,     108,       5,       0,   41.97,     100
     564,    8932,   10923,     216,     563,     102,       4,       0,   41.97,     100
     564,    8934,   10954,     218,     564,     103,       3,       0,   41.94,     100
     565,    8936,   10823,     280,     564,     125,       4,       0,   41.90,     100
     565,    8935,   10989,     217,     564,     106,       3,       0,   41.97,     100
     566,    8943,   11009,     207,     564,     131,       4,       0,   41.94,     100
     566,    8941,   10889,     221,     563,     106,       3,       0,   41.94,     100
     567,    8944,   10667,     217,     563,     130,       4,       0,   42.00,     100
     566,    8945,   10774,     232,     562,     107,       5,       0,   42.00,     100
     566,    8943,   10712,     219,     562,     108,       5,       0,   41.97,     100
     566,    8945,   10570,     212,     563,     119,       5,       0,   41.87,     100
     566,    8942,   10813,     211,     563,     108,       4,       0,   41.97,     100
     565,    8937,   10830,     272,     564,     114,       4,       0,   41.97,     100
     564,    8931,   10927,     224,     562,     102,       4,       0,   41.84,     100
     564,    8932,   11291,     217,     563,     103,       4,       0,   41.97,     100
